airline,carrier_name,src,dst,dst_country,region,equipment,aircraft_name,eis_year,type_vintage_age,body,is_widebody,seats,distance_km,dest_connectivity,is_africa
AF,Air France,IND,ATL,United States,North America,M90,McDonnell Douglas MD-90,1995,29,narrowbody,0,158,696.265301572822,911,0
AF,Air France,IST,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,2213.622594336838,517,0
AF,Air France,IST,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,2213.622594336838,517,0
AF,Air France,IST,CDG,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,2213.622594336838,517,0
AF,Air France,IST,MRS,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1941.8093771228648,129,0
AF,Air France,IVL,KTT,Finland,Europe,319,Airbus A319,1996,28,narrowbody,0,124,146.1388628437057,2,0
AF,Air France,JAN,ATL,United States,North America,717,Boeing 717,1999,25,narrowbody,0,106,546.9875906917429,911,0
AF,Air France,JAN,ATL,United States,North America,CR9,Bombardier CRJ-900,2003,21,regional_jet,0,90,546.9875906917429,911,0
AF,Air France,JAX,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,434.4457415223961,911,0
AF,Air France,JED,CDG,France,Europe,333,Airbus A330-300,1994,30,widebody,1,277,4427.103419911633,517,0
AF,Air France,JER,CWL,United Kingdom,Europe,F50,Fokker 50,1987,37,turboprop,0,56,256.66536595982666,31,0
AF,Air France,JFK,ATL,United States,North America,319,Airbus A319,1996,28,narrowbody,0,124,1222.0934389187266,911,0
AF,Air France,JFK,ATL,United States,North America,738,Boeing 737-800,1998,26,narrowbody,0,162,1222.0934389187266,911,0
AF,Air France,JFK,ATL,United States,North America,752,Boeing 757-200,1983,41,narrowbody,0,200,1222.0934389187266,911,0
AF,Air France,JFK,BCN,Spain,Europe,333,Airbus A330-300,1994,30,widebody,1,277,6150.227182054505,392,0
AF,Air France,JFK,BRU,Belgium,Europe,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,5885.511434329618,315,0
AF,Air France,JFK,CDG,France,Europe,332,Airbus A330-200,1998,26,widebody,1,247,5833.649776425998,517,0
AF,Air France,JFK,CDG,France,Europe,772,Boeing 777-200,1995,29,widebody,1,314,5833.649776425998,517,0
AF,Air France,JFK,CDG,France,Europe,388,Airbus A380-800,2007,17,widebody,1,525,5833.649776425998,517,0
AF,Air France,JFK,CDG,France,Europe,343,Airbus A340-300,1993,31,widebody,1,277,5833.649776425998,517,0
AF,Air France,JFK,DUB,Ireland,Europe,752,Boeing 757-200,1983,41,narrowbody,0,200,5103.022720109331,207,0
AF,Air France,JFK,FRA,Germany,Europe,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,6189.4376979800945,493,0
AF,Air France,JFK,LHR,United Kingdom,Europe,764,Boeing 767-400,2000,24,widebody,1,245,5539.644065388658,524,0
AF,Air France,JFK,LHR,United Kingdom,Europe,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,5539.644065388658,524,0
AF,Air France,JFK,MAD,Spain,Europe,764,Boeing 767-400,2000,24,widebody,1,245,5762.180228596245,331,0
AF,Air France,JFK,MSY,United States,North America,CR9,Bombardier CRJ-900,2003,21,regional_jet,0,90,1901.489710510044,125,0
AF,Air France,JFK,NCE,France,Europe,764,Boeing 767-400,2000,24,widebody,1,245,6406.84132163441,134,0
AF,Air France,JFK,PAP,Haiti,North America,738,Boeing 737-800,1998,26,narrowbody,0,162,2457.0402754190354,24,0
AF,Air France,JIB,CDG,France,Europe,343,Airbus A340-300,1993,31,widebody,1,277,5591.558445314325,517,0
AF,Air France,JNB,CDG,France,Europe,388,Airbus A380-800,2007,17,widebody,1,525,8737.520996145422,517,0
AF,Air France,JRO,DAR,Tanzania,Africa,332,Airbus A330-200,1998,26,widebody,1,247,450.09084581371485,32,1
AF,Air France,JRO,DAR,Tanzania,Africa,330,Airbus A330,1994,30,widebody,1,277,450.09084581371485,32,1
AF,Air France,KBP,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,2032.4049543225506,517,0
AF,Air France,KBV,BKK,Thailand,Asia,319,Airbus A319,1996,28,narrowbody,0,124,649.7593114251202,330,0
AF,Air France,KBV,BKK,Thailand,Asia,320,Airbus A320,1988,36,narrowbody,0,150,649.7593114251202,330,0
AF,Air France,KGL,BJM,Burundi,Africa,E70,Embraer 170,2004,20,regional_jet,0,76,176.1537340831755,14,1
AF,Air France,KGL,EBB,Uganda,Africa,332,Airbus A330-200,1998,26,widebody,1,247,340.0194792797979,33,1
AF,Air France,KGL,EBB,Uganda,Africa,330,Airbus A330,1994,30,widebody,1,277,340.0194792797979,33,1
AF,Air France,KIX,CDG,France,Europe,772,Boeing 777-200,1995,29,widebody,1,314,9625.578955626805,517,0
AF,Air France,KIX,CDG,France,Europe,77W,Boeing 777-300ER,2004,20,widebody,1,365,9625.578955626805,517,0
AF,Air France,KMG,CAN,China,Asia,320,Airbus A320,1988,36,narrowbody,0,150,1068.0981305287535,336,0
AF,Air France,KTT,HEL,Finland,Europe,319,Airbus A319,1996,28,narrowbody,0,124,821.0599869344967,161,0
AF,Air France,KUL,AMS,Netherlands,Europe,777,Boeing 777-200,1995,29,widebody,1,314,10236.638950503195,450,0
AF,Air France,KUL,CDG,France,Europe,772,Boeing 777-200,1995,29,widebody,1,314,10441.963100095898,517,0
AF,Air France,KUL,CGK,Indonesia,Asia,777,Boeing 777-200,1995,29,widebody,1,314,1128.9978262171885,182,0
AF,Air France,KWI,AMS,Netherlands,Europe,330,Airbus A330,1994,30,widebody,1,277,4355.279554852435,450,0
AF,Air France,KWI,DMM,Saudi Arabia,Asia,332,Airbus A330-200,1998,26,widebody,1,247,355.24122441604146,82,0
AF,Air France,KWI,DMM,Saudi Arabia,Asia,330,Airbus A330,1994,30,widebody,1,277,355.24122441604146,82,0
AF,Air France,LAD,CDG,France,Europe,77W,Boeing 777-300ER,2004,20,widebody,1,365,6519.1083747901675,517,0
AF,Air France,LAS,ATL,United States,North America,739,Boeing 737-900,2001,23,narrowbody,0,177,2804.8279085707227,911,0
AF,Air France,LAS,ATL,United States,North America,738,Boeing 737-800,1998,26,narrowbody,0,162,2804.8279085707227,911,0
AF,Air France,LAS,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,2804.8279085707227,911,0
AF,Air France,LAX,ATL,United States,North America,763,Boeing 767-300,1986,38,widebody,1,218,3125.7765263601914,911,0
AF,Air France,LAX,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,3125.7765263601914,911,0
AF,Air France,LAX,ATL,United States,North America,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,3125.7765263601914,911,0
AF,Air France,LAX,CDG,France,Europe,388,Airbus A380-800,2007,17,widebody,1,525,9102.505751277082,517,0
AF,Air France,LAX,CDG,France,Europe,772,Boeing 777-200,1995,29,widebody,1,314,9102.505751277082,517,0
AF,Air France,LAX,MSP,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,2467.294174878977,212,0
AF,Air France,LAX,OGG,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,3995.4137126880964,42,0
AF,Air France,LAX,PPT,French Polynesia,Oceania,772,Boeing 777-200,1995,29,widebody,1,314,6611.4157208335255,39,0
AF,Air France,LBV,CDG,France,Europe,772,Boeing 777-200,1995,29,widebody,1,314,5438.80531951722,517,0
AF,Air France,LBV,CDG,France,Europe,77W,Boeing 777-300ER,2004,20,widebody,1,365,5438.80531951722,517,0
AF,Air France,LCA,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,2981.355393033413,517,0
AF,Air France,LCY,AMS,Netherlands,Europe,AR8,Avro RJ85 (BAe 146),1993,31,regional_jet,0,100,335.0673301551608,450,0
AF,Air France,LCY,ANR,Belgium,Europe,F50,Fokker 50,1987,37,turboprop,0,56,307.8985957784923,2,0
AF,Air France,LCY,BES,France,Europe,F50,Fokker 50,1987,37,turboprop,0,56,466.65710227444623,17,0
AF,Air France,LCY,BVE,France,Europe,AR8,Avro RJ85 (BAe 146),1993,31,regional_jet,0,100,726.6511973240015,6,0
AF,Air France,LCY,DOL,France,Europe,F50,Fokker 50,1987,37,turboprop,0,56,238.0603941511181,2,0
AF,Air France,LCY,DRS,Germany,Europe,AR8,Avro RJ85 (BAe 146),1993,31,regional_jet,0,100,952.4127154269522,22,0
AF,Air France,LCY,DUB,Ireland,Europe,AR8,Avro RJ85 (BAe 146),1993,31,regional_jet,0,100,478.33530001832105,207,0
AF,Air France,LCY,FCO,Italy,Europe,E90,Embraer 190,2005,19,regional_jet,0,100,1420.7611101679859,331,0
AF,Air France,LCY,FLR,Italy,Europe,AR8,Avro RJ85 (BAe 146),1993,31,regional_jet,0,100,1193.1064399152315,53,0
AF,Air France,LCY,LIN,Italy,Europe,E90,Embraer 190,2005,19,regional_jet,0,100,955.7925803908255,60,0
AF,Air France,LCY,NTE,France,Europe,AR8,Avro RJ85 (BAe 146),1993,31,regional_jet,0,100,498.72788787241063,91,0
AF,Air France,LCY,NTE,France,Europe,F50,Fokker 50,1987,37,turboprop,0,56,498.72788787241063,91,0
AF,Air France,LCY,ORY,France,Europe,F50,Fokker 50,1987,37,turboprop,0,56,350.89188932438594,203,0
AF,Air France,LCY,RTM,Netherlands,Europe,F50,Fokker 50,1987,37,turboprop,0,56,305.8797704436695,33,0
AF,Air France,LCY,RTM,Netherlands,Europe,AR8,Avro RJ85 (BAe 146),1993,31,regional_jet,0,100,305.8797704436695,33,0
AF,Air France,LED,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,2132.86908567162,517,0
AF,Air France,LED,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,2132.86908567162,517,0
AF,Air France,LED,CDG,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,2132.86908567162,517,0
AF,Air France,LEX,ATL,United States,North America,CRJ,Bombardier CRJ-200,1992,32,regional_jet,0,50,489.49747598534117,911,0
AF,Air France,LEX,ATL,United States,North America,CR9,Bombardier CRJ-900,2003,21,regional_jet,0,90,489.49747598534117,911,0
AF,Air France,LFT,ATL,United States,North America,CRJ,Bombardier CRJ-200,1992,32,regional_jet,0,50,808.7514007543349,911,0
AF,Air France,LFW,CDG,France,Europe,343,Airbus A340-300,1993,31,widebody,1,277,4765.95128863948,517,0
AF,Air France,LGA,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,1224.8675556123217,911,0
AF,Air France,LGA,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,1224.8675556123217,911,0
AF,Air France,LGG,AJA,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1002.4615902163572,39,0
AF,Air France,LGG,BIA,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,950.1381247845977,36,0
AF,Air France,LHR,ATL,United States,North America,764,Boeing 767-400,2000,24,widebody,1,245,6760.763839225036,911,0
AF,Air France,LHR,ATL,United States,North America,77L,Boeing 777-200LR,2006,18,widebody,1,317,6760.763839225036,911,0
AF,Air France,LHR,ATL,United States,North America,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,6760.763839225036,911,0
AF,Air France,LHR,BOS,United States,North America,764,Boeing 767-400,2000,24,widebody,1,245,5239.649725139816,212,0
AF,Air France,LHR,CDG,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,347.1675081044459,517,0
AF,Air France,LHR,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,347.1675081044459,517,0
AF,Air France,LHR,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,347.1675081044459,517,0
AF,Air France,LHR,DTW,United States,North America,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,6044.490630285334,217,0
AF,Air France,LHR,DTW,United States,North America,77L,Boeing 777-200LR,2006,18,widebody,1,317,6044.490630285334,217,0
AF,Air France,LHR,JFK,United States,North America,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,5539.644065388658,455,0
AF,Air France,LHR,JFK,United States,North America,764,Boeing 767-400,2000,24,widebody,1,245,5539.644065388658,455,0
AF,Air France,LHR,MSP,United States,North America,764,Boeing 767-400,2000,24,widebody,1,245,6442.920106923145,212,0
AF,Air France,LHR,SEA,United States,North America,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,7702.083240103776,202,0
AF,Air France,LIG,SOU,United Kingdom,Europe,DH4,Bombardier Dash 8 Q400,2000,24,turboprop,0,78,595.7820057661114,33,0
AF,Air France,LIL,MRS,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,808.434129715049,129,0
AF,Air France,LIL,NCE,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,828.6083938118073,134,0
AF,Air France,LIL,NCE,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,828.6083938118073,134,0
AF,Air France,LIM,CDG,France,Europe,77W,Boeing 777-300ER,2004,20,widebody,1,365,10276.03197626833,517,0
AF,Air France,LIN,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,644.0784820998285,517,0
AF,Air France,LIN,CDG,France,Europe,318,Airbus A318,2003,21,narrowbody,0,107,644.0784820998285,517,0
AF,Air France,LIN,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,644.0784820998285,517,0
AF,Air France,LIN,CDG,France,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,644.0784820998285,517,0
AF,Air France,LIN,CDG,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,644.0784820998285,517,0
AF,Air France,LIN,LCY,United Kingdom,Europe,E90,Embraer 190,2005,19,regional_jet,0,100,955.7925803908255,66,0
AF,Air France,LIN,ORY,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,636.4680649834,203,0
AF,Air France,LIN,ORY,France,Europe,32S,Airbus A320 family,1988,36,narrowbody,0,150,636.4680649834,203,0
AF,Air France,LIN,ORY,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,636.4680649834,203,0
AF,Air France,LIR,ATL,United States,North America,738,Boeing 737-800,1998,26,narrowbody,0,162,2564.8360307089706,911,0
AF,Air France,LIR,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,2564.8360307089706,911,0
AF,Air France,LIS,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,1469.9641325155922,517,0
AF,Air France,LIS,CDG,France,Europe,318,Airbus A318,2003,21,narrowbody,0,107,1469.9641325155922,517,0
AF,Air France,LIS,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1469.9641325155922,517,0
AF,Air France,LIS,CDG,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1469.9641325155922,517,0
AF,Air France,LIT,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,727.1602851633608,911,0
AF,Air France,LJG,KMG,China,Asia,320,Airbus A320,1988,36,narrowbody,0,150,320.6596762226352,272,0
AF,Air France,LJU,CDG,France,Europe,E70,Embraer 170,2004,20,regional_jet,0,76,943.6441648602608,517,0
AF,Air France,LLW,LUN,Zambia,Africa,E90,Embraer 190,2005,19,regional_jet,0,100,598.4956955326059,33,1
AF,Air France,LLW,NBO,Kenya,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,1429.1709689965403,128,1
AF,Air France,LLW,NBO,Kenya,Africa,E90,Embraer 190,2005,19,regional_jet,0,100,1429.1709689965403,128,1
AF,Air France,LOS,CDG,France,Europe,332,Airbus A330-200,1998,26,widebody,1,247,4719.161482151195,517,0
AF,Air France,LPQ,BKK,Thailand,Asia,319,Airbus A319,1996,28,narrowbody,0,124,707.390589123495,330,0
AF,Air France,LRH,PIS,France,Europe,AT5,ATR 42-500,1995,29,turboprop,0,48,123.83610765336782,7,0
AF,Air France,LRH,SOU,United Kingdom,Europe,DH4,Bombardier Dash 8 Q400,2000,24,turboprop,0,78,530.6547631116363,33,0
AF,Air France,LUN,AMS,Netherlands,Europe,330,Airbus A330,1994,30,widebody,1,277,7859.880665866524,450,0
AF,Air France,LUN,HRE,Zimbabwe,Africa,E90,Embraer 190,2005,19,regional_jet,0,100,403.4300993732306,31,1
AF,Air France,LUN,LLW,Malawi,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,598.4956955326059,13,1
AF,Air France,LUN,LLW,Malawi,Africa,E90,Embraer 190,2005,19,regional_jet,0,100,598.4956955326059,13,1
AF,Air France,LUN,LLW,Malawi,Africa,763,Boeing 767-300,1986,38,widebody,1,218,598.4956955326059,13,1
AF,Air France,LUN,NBO,Kenya,Africa,763,Boeing 767-300,1986,38,widebody,1,218,1814.4570142237988,128,1
AF,Air France,LUN,NBO,Kenya,Africa,E90,Embraer 190,2005,19,regional_jet,0,100,1814.4570142237988,128,1
AF,Air France,LUX,CDG,France,Europe,ER4,Embraer ERJ-145,1996,28,regional_jet,0,50,273.4168665750357,517,0
AF,Air France,LUX,CDG,France,Europe,DH4,Bombardier Dash 8 Q400,2000,24,turboprop,0,78,273.4168665750357,517,0
AF,Air France,LVI,HRE,Zimbabwe,Africa,E90,Embraer 190,2005,19,regional_jet,0,100,557.8305915765613,31,1
AF,Air France,LXA,CKG,China,Asia,319,Airbus A319,1996,28,narrowbody,0,124,1521.7658654202046,270,0
AF,Air France,LYS,AJA,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,517.4295941758219,39,0
AF,Air France,LYS,AMS,Netherlands,Europe,F70,Fokker 70,1994,30,regional_jet,0,79,732.3646569525172,450,0
AF,Air France,LYS,BHX,United Kingdom,Europe,E75,Embraer 175,2005,19,regional_jet,0,88,897.4686730163417,131,0
AF,Air France,LYS,BIA,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,497.7459139899003,36,0
AF,Air France,LYS,BLQ,Italy,Europe,ER4,Embraer ERJ-145,1996,28,regional_jet,0,50,504.48190270867497,88,0
AF,Air France,LYS,BLQ,Italy,Europe,AT5,ATR 42-500,1995,29,turboprop,0,48,504.48190270867497,88,0
AF,Air France,LYS,BRU,Belgium,Europe,ER4,Embraer ERJ-145,1996,28,regional_jet,0,50,577.2112350115362,315,0
AF,Air France,LYS,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,412.182279516298,517,0
AF,Air France,LYS,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,412.182279516298,517,0
AF,Air France,LYS,CDG,France,Europe,318,Airbus A318,2003,21,narrowbody,0,107,412.182279516298,517,0
AF,Air France,LYS,FCO,Italy,Europe,CRK,Bombardier CRJ-1000,2010,14,regional_jet,0,100,721.2660217843519,331,0
AF,Air France,LYS,FLR,Italy,Europe,AT5,ATR 42-500,1995,29,turboprop,0,48,528.112514643312,53,0
AF,Air France,LYS,GOT,Sweden,Europe,ER4,Embraer ERJ-145,1996,28,regional_jet,0,50,1415.163152411434,54,0
AF,Air France,LYS,MLA,Malta,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1350.6076396147098,113,0
AF,Air France,LYS,MXP,Italy,Europe,CRJ,Bombardier CRJ-200,1992,32,regional_jet,0,50,283.50989282007583,194,0
AF,Air France,LYS,MXP,Italy,Europe,ER4,Embraer ERJ-145,1996,28,regional_jet,0,50,283.50989282007583,194,0
AF,Air France,LYS,NCE,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,285.12576321087124,134,0
AF,Air France,LYS,NCE,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,285.12576321087124,134,0
AF,Air France,LYS,ORY,France,Europe,CRK,Bombardier CRJ-1000,2010,14,regional_jet,0,100,390.7561707561108,203,0
AF,Air France,LYS,PIS,France,Europe,AT5,ATR 42-500,1995,29,turboprop,0,48,379.96692239882367,7,0
AF,Air France,LYS,PRG,Czech Republic,Europe,E90,Embraer 190,2005,19,regional_jet,0,100,838.484454112846,181,0
AF,Air France,LYS,PRG,Czech Republic,Europe,CRK,Bombardier CRJ-1000,2010,14,regional_jet,0,100,838.484454112846,181,0
AF,Air France,LYS,TLS,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,375.0713844623203,83,0
AF,Air France,LYS,TLS,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,375.0713844623203,83,0
AF,Air France,LYS,TLS,France,Europe,CRK,Bombardier CRJ-1000,2010,14,regional_jet,0,100,375.0713844623203,83,0
AF,Air France,LYS,VCE,Italy,Europe,ER4,Embraer ERJ-145,1996,28,regional_jet,0,50,565.8395778993355,123,0
AF,Air France,LYS,VCE,Italy,Europe,CRK,Bombardier CRJ-1000,2010,14,regional_jet,0,100,565.8395778993355,123,0
AF,Air France,LYS,VIE,Austria,Europe,DH4,Bombardier Dash 8 Q400,2000,24,turboprop,0,78,910.9600222944247,308,0
AF,Air France,LYS,VIE,Austria,Europe,F70,Fokker 70,1994,30,regional_jet,0,79,910.9600222944247,308,0
AF,Air France,MAD,ATL,United States,North America,764,Boeing 767-400,2000,24,widebody,1,245,6961.619005812714,911,0
AF,Air France,MAD,CDG,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1064.5128905341448,517,0
AF,Air France,MAD,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1064.5128905341448,517,0
AF,Air France,MAD,CDG,France,Europe,318,Airbus A318,2003,21,narrowbody,0,107,1064.5128905341448,517,0
AF,Air France,MAD,CDG,France,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1064.5128905341448,517,0
AF,Air France,MAD,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,1064.5128905341448,517,0
AF,Air France,MAD,JFK,United States,North America,764,Boeing 767-400,2000,24,widebody,1,245,5762.180228596245,455,0
AF,Air France,MAD,ORY,France,Europe,738,Boeing 737-800,1998,26,narrowbody,0,162,1030.3312220325333,203,0
AF,Air France,MAD,ORY,France,Europe,E90,Embraer 190,2005,19,regional_jet,0,100,1030.3312220325333,203,0
AF,Air France,MAN,ATL,United States,North America,76W,Boeing 767-300ER (winglets),1988,36,widebody,1,218,6580.99385905668,911,0
AF,Air France,MAN,CDG,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,587.9957805138245,517,0
AF,Air France,MAN,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,587.9957805138245,517,0
AF,Air France,MAN,NTE,France,Europe,E75,Embraer 175,2005,19,regional_jet,0,88,691.0711692981455,91,0
AF,Air France,MAN,NTE,France,Europe,DH4,Bombardier Dash 8 Q400,2000,24,turboprop,0,78,691.0711692981455,91,0
AF,Air France,MAO,GRU,Brazil,South America,738,Boeing 737-800,1998,26,narrowbody,0,162,2697.4628817813104,194,0
AF,Air France,MBJ,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,1802.9418936505351,911,0
AF,Air France,MCI,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,1113.375497783347,911,0
AF,Air France,MCI,ATL,United States,North America,M90,McDonnell Douglas MD-90,1995,29,narrowbody,0,158,1113.375497783347,911,0
AF,Air France,MCI,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,1113.375497783347,911,0
AF,Air France,MCO,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,650.7363446314482,911,0
AF,Air France,MCO,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,650.7363446314482,911,0
AF,Air France,MCT,DOH,Qatar,Asia,332,Airbus A330-200,1998,26,widebody,1,247,701.1240796001057,188,0
AF,Air France,MDT,ATL,United States,North America,CRJ,Bombardier CRJ-200,1992,32,regional_jet,0,50,997.1336620358046,911,0
AF,Air France,MDW,ATL,United States,North America,320,Airbus A320,1988,36,narrowbody,0,150,951.9605263942913,911,0
AF,Air France,MDW,ATL,United States,North America,319,Airbus A319,1996,28,narrowbody,0,124,951.9605263942913,911,0
AF,Air France,MDW,ATL,United States,North America,717,Boeing 717,1999,25,narrowbody,0,106,951.9605263942913,911,0
AF,Air France,MEM,ATL,United States,North America,320,Airbus A320,1988,36,narrowbody,0,150,532.7925237937135,911,0
AF,Air France,MEM,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,532.7925237937135,911,0
AF,Air France,MEM,ATL,United States,North America,319,Airbus A319,1996,28,narrowbody,0,124,532.7925237937135,911,0
AF,Air France,MEX,CDG,France,Europe,744,Boeing 747-400,1989,35,widebody,1,416,9198.920117556323,517,0
AF,Air France,MGM,ATL,United States,North America,CRJ,Bombardier CRJ-200,1992,32,regional_jet,0,50,236.0132387800246,911,0
AF,Air France,MIA,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,959.0645602676874,911,0
AF,Air France,MIA,ATL,United States,North America,757,Boeing 757-200,1983,41,narrowbody,0,200,959.0645602676874,911,0
AF,Air France,MIA,ATL,United States,North America,M90,McDonnell Douglas MD-90,1995,29,narrowbody,0,158,959.0645602676874,911,0
AF,Air France,MIA,ATL,United States,North America,73H,Boeing 737-800 (winglets),1998,26,narrowbody,0,162,959.0645602676874,911,0
AF,Air France,MIA,CDG,France,Europe,77W,Boeing 777-300ER,2004,20,widebody,1,365,7371.472005306019,517,0
AF,Air France,MIA,PAP,Haiti,North America,320,Airbus A320,1988,36,narrowbody,0,150,1148.8990413660704,24,0
AF,Air France,MKE,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,1078.353344778379,911,0
AF,Air France,MKE,ATL,United States,North America,M90,McDonnell Douglas MD-90,1995,29,narrowbody,0,158,1078.353344778379,911,0
AF,Air France,MLA,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,1755.4327753702114,517,0
AF,Air France,MLA,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1755.4327753702114,517,0
AF,Air France,MLA,LYS,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1350.6076396147098,140,0
AF,Air France,MLA,ORY,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1738.0303969224644,203,0
AF,Air France,MLA,ORY,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,1738.0303969224644,203,0
AF,Air France,MLA,TLS,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1412.6991020550167,83,0
AF,Air France,MLA,TLS,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,1412.6991020550167,83,0
AF,Air France,MLB,ATL,United States,North America,M88,McDonnell Douglas MD-88,1987,37,narrowbody,0,150,713.283052522829,911,0
AF,Air France,MLI,ATL,United States,North America,CR9,Bombardier CRJ-900,2003,21,regional_jet,0,90,1020.0406541073008,911,0
AF,Air France,MLU,ATL,United States,North America,CRJ,Bombardier CRJ-200,1992,32,regional_jet,0,50,719.8329698416734,911,0
AF,Air France,MNL,TPE,Taiwan,Asia,772,Boeing 777-200,1995,29,widebody,1,314,1175.4407491065485,263,0
AF,Air France,MOB,ATL,United States,North America,CR7,Bombardier CRJ-700,2001,23,regional_jet,0,70,485.9345770414259,911,0
AF,Air France,MOB,ATL,United States,North America,717,Boeing 717,1999,25,narrowbody,0,106,485.9345770414259,911,0
AF,Air France,MOB,ATL,United States,North America,CR9,Bombardier CRJ-900,2003,21,regional_jet,0,90,485.9345770414259,911,0
AF,Air France,MOB,ATL,United States,North America,CRJ,Bombardier CRJ-200,1992,32,regional_jet,0,50,485.9345770414259,911,0
AF,Air France,MPL,CDG,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,614.161770845712,517,0
AF,Air France,MPL,CDG,France,Europe,318,Airbus A318,2003,21,narrowbody,0,107,614.161770845712,517,0
AF,Air France,MPL,CDG,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,614.161770845712,517,0
